Scientific Name,Common Name,Species Type,Status,Reason For Change,Year
Potadoma togoensis,,Mollusc,CR,N,2020.0
Potadoma vogeli,,Mollusc,EN,N,2020.0
Pseudocleopatra togoensis,,Mollusc,CR,G,2020.0
Pseudocleopatra voltana,,Mollusc,EN,N,2020.0
Saulea vitrea,,Mollusc,VU,N,2020.0
Sierraia expansilabrum,,Mollusc,EN,G,2020.0
Sierraia leonensis,,Mollusc,NT,N,2020.0
Soapitia dageti,,Mollusc,CR(PE),N,2020.0
Theliderma intermedia,Cumberland Monkey-face Pearly Mussel,Mollusc,EN,N,2020.0
Abarema callejasii,Inga Edionda,Flowering Plants,NT,N,2020.0
Abarema josephi,GuayacÃ¡n,Flowering Plants,NT,N,2020.0
Abarema lehmannii,,Flowering Plants,LC,N,2020.0
Acer leipoense,,Flowering Plants,EN,N,2020.0
Acer miaotaiense,,Flowering Plants,NT,N,2020.0
Actinodaphne cuspidata,,Flowering Plants,LC,N,2020.0
Adansonia madagascariensis,Madagascar Baobab,Flowering Plants,LC,N,2020.0
Adenopodia rotundifolia,,Flowering Plants,EN,N,2020.0
Adinandra griffithii,,Flowering Plants,CR,N,2020.0
Adonidia merrillii,Manila Palm,Flowering Plants,VU,N,2020.0
Aegiphila panamensis,Hediondo oloroso,Flowering Plants,LC,N,2020.0
Afrocanthium kilifiense,,Flowering Plants,NT,N,2020.0
Afrocanthium shabanii,,Flowering Plants,EN,N,2020.0
Aglaia aherniana,,Flowering Plants,NT,N,2020.0
Aglaia costata,,Flowering Plants,EN,N,2020.0
Aglaia pyriformis,,Flowering Plants,EN,N,2020.0
Agonandra macrocarpa,,Flowering Plants,NT,N,2020.0
Aiouea angulata,Muena ComÃon,Flowering Plants,NT,N,2020.0
Aiouea bracteata,,Flowering Plants,EN,N,2020.0
Aiouea obscura,,Flowering Plants,VU,N,2020.0
Albizia buntingii,,Flowering Plants,CR,N,2020.0
Albizia burkartiana,,Flowering Plants,EN,N,2020.0
Allanblackia stuhlmannii,,Flowering Plants,LC,N,2020.0
Alseodaphne dura,,Flowering Plants,EN,N,2020.0
Alseodaphne garciniicarpa,,Flowering Plants,EN,N,2020.0
Alseodaphne micrantha,,Flowering Plants,CR(PE),N,2020.0
Amphitecna isthmica,,Flowering Plants,NT,N,2020.0
Aneilema mortonii,,Flowering Plants,VU,N,2020.0
Aniba ferrea,,Flowering Plants,EN,N,2020.0
Aniba novogranatensis,,Flowering Plants,CR,N,2020.0
Aniba vaupesiana,Laurel Comino,Flowering Plants,LC,N,2020.0
Anisoptera marginata,,Flowering Plants,VU,N,2020.0
Annona atabapensis,,Flowering Plants,LC,N,2020.0
Annona neoamazonica,,Flowering Plants,DD,N,2020.0
Annona pachyantha,,Flowering Plants,VU,N,2020.0
Annona pickelii,,Flowering Plants,NT,N,2020.0
Annona rufinervis,Guanabana de Monte,Flowering Plants,EN,N,2020.0
Anthodiscus chocoensis,Ajo Negro,Flowering Plants,EN,G,2020.0
Anthodiscus montanus,,Flowering Plants,VU,N,2020.0
Areca hutchinsoniana,,Flowering Plants,EN,N,2020.0
Areca ipot,Ipot Palm,Flowering Plants,EN,N,2020.0
Areca parens,,Flowering Plants,EN,N,2020.0
Argyroxiphium sandwicense,Silversword,Flowering Plants,EN,G,2020.0
Aristogeitonia monophylla,,Flowering Plants,NT,N,2020.0
Artocarpus blancoi,,Flowering Plants,LC,N,2020.0
Artocarpus rubrovenus,,Flowering Plants,LC,N,2020.0
Aspidosperma darienense,,Flowering Plants,LC,N,2020.0
Asterogyne ramosa,,Flowering Plants,EN,N,2020.0
Astropanax myrianthus,,Flowering Plants,NT,N,2020.0
Attalea septuagenata,Cujita,Flowering Plants,LC,N,2020.0
Atuna cordata,,Flowering Plants,LC,N,2020.0
Banara ibaguensis,Huesito,Flowering Plants,LC,N,2020.0
Banara wilsonii,,Flowering Plants,EX,N,2020.0
Bauhinia loeseneriana,,Flowering Plants,EN,N,2020.0
Bersama swynnertonii,,Flowering Plants,LC,N,2020.0
Blakea granatensis,,Flowering Plants,LC,N,2020.0
Blyxa senegalensis,,Flowering Plants,VU,N,2020.0
Bocquillonia castaneifolia,,Flowering Plants,CR,N,2020.0
Bocquillonia longipes,,Flowering Plants,VU,N,2020.0
Bolboschoenus grandispicus,,Flowering Plants,CR,N,2020.0
Bonnetia holostyla,,Flowering Plants,LC,N,2020.0
Brexia arborea,,Flowering Plants,EN,N,2020.0
Brexia cauliflora,,Flowering Plants,CR,N,2020.0
Brexia montana,,Flowering Plants,NT,N,2020.0
Brochoneura acuminata,,Flowering Plants,LC,N,2020.0
Brunellia elliptica,,Flowering Plants,LC,N,2020.0
Brunellia farallonensis,,Flowering Plants,LC,N,2020.0
Brunellia macrophylla,Aliso,Flowering Plants,EN,N,2020.0
Brunellia morii,,Flowering Plants,LC,N,2020.0
Brunellia penderiscana,,Flowering Plants,LC,N,2020.0
Brunellia racemifera,Chiraco,Flowering Plants,EN,N,2020.0
Brunellia rufa,,Flowering Plants,CR,N,2020.0
Bullockia impressinervia,,Flowering Plants,EN,N,2020.0
Bunchosia hartwegiana,,Flowering Plants,LC,N,2020.0
Burretiokentia hapala,,Flowering Plants,EN,N,2020.0
Bursera hollickii,,Flowering Plants,CR,N,2020.0
Calophyllum chapelieri,,Flowering Plants,NT,N,2020.0
Calophyllum morobensis,,Flowering Plants,VU,N,2020.0
Canacomyrica monticola,,Flowering Plants,NT,N,2020.0
Canarium luzonicum,,Flowering Plants,NT,N,2020.0
Canarium ovatum,,Flowering Plants,LC,N,2020.0
Casearia coriifolia,,Flowering Plants,NT,N,2020.0
Ceratostema megalobum,,Flowering Plants,CR,N,2020.0
Cercidiphyllum japonicum,Katsura Tree,Flowering Plants,LC,N,2020.0
Cheirodendron forbesii,,Flowering Plants,EN,G,2020.0
Chelyocarpus dianeurus,Nolí,Flowering Plants,LC,N,2020.0
Cinnamomum heyneanum,,Flowering Plants,EN,N,2020.0
Cinnamomum japonicum,,Flowering Plants,LC,N,2020.0
Cinnamomum mercadoi,Cinamomon,Flowering Plants,LC,N,2020.0
Cinnamomum parthenoxylon,Selasian Wood,Flowering Plants,LC,N,2020.0
Cinnamomum perrottetii,,Flowering Plants,EN,N,2020.0
Cinnamomum riparium,,Flowering Plants,EN,N,2020.0
Cleidion marginatum,,Flowering Plants,EN,N,2020.0
Cleyera cernua,Flor de Tila,Flowering Plants,EN,N,2020.0
Cloiselia carbonaria,,Flowering Plants,LC,N,2020.0
Combretocarpus rotundatus,,Flowering Plants,LC,N,2020.0
Cordia ramirezii,,Flowering Plants,CR,N,2020.0
Corypha microclada,,Flowering Plants,CR,N,2020.0
Couroupita nicaraguarensis,Zapote De Mico,Flowering Plants,LC,N,2020.0
Cremastosperma megalophyllum,Anchu panga cara caspi,Flowering Plants,LC,N,2020.0
Cremastosperma panamense,Palo santo,Flowering Plants,NT,N,2020.0
Croton dictyophlebodes,,Flowering Plants,EN,N,2020.0
Croton megalocarpoides,,Flowering Plants,VU,N,2020.0
Croton talaeporos,,Flowering Plants,VU,N,2020.0
Cyanea habenata,,Flowering Plants,CR,N,2020.0
Cyanea hardyi,,Flowering Plants,EN,N,2020.0
Cyanea kuhihewa,,Flowering Plants,CR,N,2020.0
Cyanea leptostegia,,Flowering Plants,EN,N,2020.0
Cybianthus cogolloi,,Flowering Plants,EN,N,2020.0
Cymbopetalum baillonii,Cojón de Mono,Flowering Plants,LC,N,2020.0
Cymbopetalum mayanum,Anona de Montaña,Flowering Plants,LC,N,2020.0
Cynometra beddomei,,Flowering Plants,EN,N,2020.0
Cynometra engleri,,Flowering Plants,EN,N,2020.0
Cynometra filifera,,Flowering Plants,EN,N,2020.0
Cynometra gillmanii,,Flowering Plants,EN,N,2020.0
Cynometra longipedicellata,,Flowering Plants,CR(PE),N,2020.0
Cynometra webberi,,Flowering Plants,NT,N,2020.0
Cyperus baoulensis,,Flowering Plants,LC,N,2020.0
Cyperus demangei,,Flowering Plants,LC,N,2020.0
Dalbergia retusa,Cocobolo,Flowering Plants,CR,N,2020.0
Damburneya matudae,Aguacatillo de Mico,Flowering Plants,EN,N,2020.0
Daniellia klainei,,Flowering Plants,LC,N,2020.0
Deinbollia rambaensis,,Flowering Plants,EN,N,2020.0
Desmopsis dolichopetala,,Flowering Plants,EN,N,2020.0
Dialium holtzii,,Flowering Plants,LC,N,2020.0
Dicypellium caryophyllaceum,,Flowering Plants,CR,N,2020.0
Dillenia fischeri,,Flowering Plants,CR(PE),N,2020.0
Dillenia philippinensis,,Flowering Plants,NT,N,2020.0
Dillenia reifferscheidia,,Flowering Plants,NT,N,2020.0
Dillenia triquetra,,Flowering Plants,LC,N,2020.0
Dinklageella scandens,,Flowering Plants,EN,N,2020.0
Diospyros capricornuta,,Flowering Plants,EN,N,2020.0
Diospyros greenwayi,,Flowering Plants,NT,N,2020.0
Diospyros magogoana,,Flowering Plants,CR(PE),N,2020.0
Diospyros occulta,,Flowering Plants,VU,N,2020.0
Diospyros philippinensis,,Flowering Plants,NT,N,2020.0
Diospyros shimbaensis,,Flowering Plants,VU,N,2020.0
Diplodiscus paniculatus,,Flowering Plants,LC,N,2020.0
Dipterocarpus lowii,,Flowering Plants,NT,N,2020.0
Disperis kamerunensis,,Flowering Plants,CR,G,2020.0
Disperis mildbraedii,,Flowering Plants,EN,N,2020.0
Drypetes gerrardinoides,,Flowering Plants,EN,N,2020.0
Drypetes sclerophylla,,Flowering Plants,EN,N,2020.0
Dubautia microcephala,,Flowering Plants,CR,N,2020.0
Ehretia glandulosissima,,Flowering Plants,CR(PE),N,2020.0
Elaeocarpus dinagatensis,,Flowering Plants,EN,N,2020.0
Elaeocarpus gigantifolius,,Flowering Plants,EN,N,2020.0
Ellipanthus madagascariensis,,Flowering Plants,LC,N,2020.0
Embolanthera spicata,,Flowering Plants,CR,N,2020.0
Endiandra scrobiculata,,Flowering Plants,CR(PE),N,2020.0
Englerodendron usambarense,,Flowering Plants,NT,N,2020.0
Eriocaulon asteroides,,Flowering Plants,LC,N,2020.0
Eriocaulon bamendae,,Flowering Plants,LC,N,2020.0
Eriocaulon meiklei,,Flowering Plants,LC,N,2020.0
Eriocaulon parvulum,,Flowering Plants,LC,N,2020.0
Erythrina hazomboay,,Flowering Plants,EN,N,2020.0
Eschweilera subcordata,,Flowering Plants,CR,N,2020.0
Eschweilera tetrapetala,,Flowering Plants,EN,N,2020.0
Eschweilera venezuelica,Coco de Mono,Flowering Plants,EN,N,2020.0
Euchorium cubense,,Flowering Plants,EX,N,2020.0
Eugenia gatopensis,,Flowering Plants,EN,N,2020.0
Eugenia singampattiana,,Flowering Plants,EN,N,2020.0
Eugenia virotii,,Flowering Plants,EN,N,2020.0
Euphorbia alcicornis,,Flowering Plants,EN,N,2020.0
Euphorbia analalavensis,,Flowering Plants,LC,N,2020.0
Euphorbia atrococca,,Flowering Plants,EN,N,2020.0
Euphorbia capuronii,,Flowering Plants,CR(PEW),N,2020.0
Euphorbia cedrorum,,Flowering Plants,EN,N,2020.0
Euphorbia francoisii,,Flowering Plants,EN,N,2020.0
Euphorbia lividiflora,,Flowering Plants,LC,N,2020.0
Euphorbia martinae,,Flowering Plants,EN,N,2020.0
Euphorbia milii,,Flowering Plants,LC,N,2020.0
Euphorbia pachysantha,,Flowering Plants,VU,N,2020.0
Euphorbia sparsiflora,,Flowering Plants,CR,G,2020.0
Euphorbia zakamenae,,Flowering Plants,CR,N,2020.0
Euplassa occidentalis,Roble,Flowering Plants,LC,N,2020.0
Faurea macnaughtonii,Terblans Beechwood,Flowering Plants,LC,N,2020.0
Fernandoa lutea,,Flowering Plants,CR,N,2020.0
Flindersia pimenteliana,,Flowering Plants,LC,N,2020.0
Flindersia schottiana,Silver Ash,Flowering Plants,LC,N,2020.0
Floscopa axillaris,,Flowering Plants,LC,N,2020.0
Freziera echinata,,Flowering Plants,LC,N,2020.0
Freziera forerorum,,Flowering Plants,DD,N,2020.0
Freziera jaramilloi,,Flowering Plants,LC,N,2020.0
Freziera longipes,,Flowering Plants,LC,N,2020.0
Freziera sessiliflora,,Flowering Plants,LC,N,2020.0
Freziera uniauriculata,,Flowering Plants,VU,N,2020.0
Gagea micrantha,Gagéa a petites fleurs,Flowering Plants,VU,N,2020.0
Garcinia bifasciculata,,Flowering Plants,CR,N,2020.0
Garcinia imberti,,Flowering Plants,CR,N,2020.0
Garcinia rubro-echinata,,Flowering Plants,EN,N,2020.0
Garcinia semseii,,Flowering Plants,EN,N,2020.0
Garcinia travancorica,Travancore Gamboge,Flowering Plants,CR,N,2020.0
Garcinia wightii,,Flowering Plants,EN,N,2020.0
Gardenia remyi,,Flowering Plants,CR,N,2020.0
Gastrodia africana,,Flowering Plants,EN,N,2020.0
Genyorchis macrantha,,Flowering Plants,EN,N,2020.0
Globba albiflora,,Flowering Plants,NT,N,2020.0
Gonatostylis vieillardii,,Flowering Plants,LC,N,2020.0
Gonopterodendron carrapo,,Flowering Plants,LC,N,2020.0
Graffenrieda grandifolia,,Flowering Plants,NT,N,2020.0
Grias haughtii,,Flowering Plants,LC,N,2020.0
Guarea corrugata,,Flowering Plants,LC,N,2020.0
Gustavia excelsa,Pacó,Flowering Plants,VU,N,2020.0
Gustavia gracillima,Confite,Flowering Plants,VU,N,2020.0
Gustavia latifolia,,Flowering Plants,EN,N,2020.0
Gustavia longifuniculata,Mulamuerta,Flowering Plants,VU,N,2020.0
Gustavia sessilis,,Flowering Plants,LC,N,2020.0
Habenaria maitlandii,,Flowering Plants,EN,N,2020.0
Habenaria obovata,,Flowering Plants,EN,N,2020.0
Hampea breedlovei,Majagua,Flowering Plants,CR,N,2020.0
Hampea micrantha,,Flowering Plants,LC,N,2020.0
Hampea thespesioides,,Flowering Plants,LC,N,2020.0
Helicia australasica,,Flowering Plants,LC,N,2020.0
Henriettea goudotiana,,Flowering Plants,LC,N,2020.0
Henriettea odorata,,Flowering Plants,LC,N,2020.0
Herrania laciniifolia,,Flowering Plants,LC,N,2020.0
Herrania umbratica,Cacao de Monte,Flowering Plants,CR,N,2020.0
Hibiscadelphus woodii,Wood's Hibiscadelphus,Flowering Plants,CR,N,2020.0
Homalium polystachyum,,Flowering Plants,CR,N,2020.0
Hopea acuminata,,Flowering Plants,VU,N,2020.0
Hopea cagayanensis,,Flowering Plants,EN,N,2020.0
Hopea foxworthyi,,Flowering Plants,EN,N,2020.0
Hopea malibato,,Flowering Plants,VU,N,2020.0
Hopea mindanensis,,Flowering Plants,EN,N,2020.0
Hopea philippinensis,,Flowering Plants,EN,N,2020.0
Hopea samarensis,,Flowering Plants,EN,N,2020.0
Hopea semicuneata,,Flowering Plants,EN,N,2020.0
Hopea sphaerocarpa,,Flowering Plants,NT,N,2020.0
Horsfieldia disticha,,Flowering Plants,DD,N,2020.0
Horsfieldia iriana,,Flowering Plants,DD,N,2020.0
Horsfieldia leptantha,,Flowering Plants,LC,N,2020.0
Horsfieldia samarensis,,Flowering Plants,CR,N,2020.0
Horsfieldia tomentosa,,Flowering Plants,LC,N,2020.0
Huberantha palawanensis,,Flowering Plants,CR,N,2020.0
Hunga cordata,,Flowering Plants,VU,N,2020.0
Hunga guillauminii,,Flowering Plants,EN,N,2020.0
Hygrophila borellii,,Flowering Plants,LC,N,2020.0
Hygrophila laevis,,Flowering Plants,LC,N,2020.0
Hygrophila odora,,Flowering Plants,LC,N,2020.0
Ilex abscondita,,Flowering Plants,LC,N,2020.0
Ilex acutidenticulata,,Flowering Plants,EN,N,2020.0
Ilex aracamuniana,,Flowering Plants,EN,N,2020.0
Ilex gardneriana,,Flowering Plants,CR,N,2020.0
Ilex gleasoniana,,Flowering Plants,LC,N,2020.0
Ilex jauaensis,,Flowering Plants,LC,N,2020.0
Ilex palawanica,,Flowering Plants,EN,N,2020.0
Ilex tateana,,Flowering Plants,VU,N,2020.0
Ilex tiricae,,Flowering Plants,VU,N,2020.0
Ilex venezuelensis,,Flowering Plants,LC,N,2020.0
Inga bijuga,,Flowering Plants,DD,N,2020.0
Inga macrantha,,Flowering Plants,DD,N,2020.0
Inga praegnans,,Flowering Plants,EN,N,2020.0
Intsia bijuga,Moluccan Ironwood,Flowering Plants,NT,N,2020.0
Khaya madagascariensis,,Flowering Plants,VU,N,2020.0
Kibatalia elmeri,,Flowering Plants,CR,N,2020.0
Kibatalia gitingensis,,Flowering Plants,NT,N,2020.0
Kibatalia macgregorii,,Flowering Plants,CR,N,2020.0
Kibatalia merrilliana,,Flowering Plants,EN,N,2020.0
Knema kinabaluensis,,Flowering Plants,LC,N,2020.0
Knema ridsdaleana,,Flowering Plants,CR,N,2020.0
Leptolaena multiflora,,Flowering Plants,LC,N,2020.0
Leptolaena raymondii,,Flowering Plants,EN,N,2020.0
Leucadendron discolor,Piketberg Conebush,Flowering Plants,VU,N,2020.0
Leucadendron strobilinum,Mountain Rose,Flowering Plants,NT,N,2020.0
Leucaena greggii,,Flowering Plants,NT,N,2020.0
Leucaena lempirana,,Flowering Plants,EN,N,2020.0
Leucaena salvadorensis,,Flowering Plants,NT,N,2020.0
Leucochloron minarum,,Flowering Plants,EN,N,2020.0
Licania caldasiana,,Flowering Plants,DD,N,2020.0
Limnophyton fluitans,,Flowering Plants,LC,N,2020.0
Lingelsheimia sylvestris,,Flowering Plants,CR,N,2020.0
Lithocarpus ovalis,,Flowering Plants,NT,N,2020.0
Lithocarpus solerianus,,Flowering Plants,LC,N,2020.0
Litsea leytensis,,Flowering Plants,NT,N,2020.0
Litsea nigrescens,,Flowering Plants,VU,N,2020.0
Litsea penangiana,,Flowering Plants,VU,N,2020.0
Litsea travancorica,,Flowering Plants,VU,N,2020.0
Ludwigia brenanii,,Flowering Plants,LC,N,2020.0
Lupinus nubigenus,,Flowering Plants,LC,N,2020.0
Macaranga bicolor,,Flowering Plants,LC,N,2020.0
Macaranga congestiflora,,Flowering Plants,EN,N,2020.0
Macrosamanea prancei,,Flowering Plants,DD,N,2020.0
Madhuca insignis,,Flowering Plants,CR,N,2020.0
Madhuca obovatifolia,,Flowering Plants,EN,N,2020.0
Magnolia platyphylla,,Flowering Plants,EN,N,2020.0
Magnolia pubescens,,Flowering Plants,EN,N,2020.0
Magnolia sinacacolinii,Flor de Corazón,Flowering Plants,EN,N,2020.0
Magnolia zoquepopolucae,Flor de Corazón,Flowering Plants,EN,N,2020.0
Mammea usambarensis,,Flowering Plants,EN,N,2020.0
Mangifera altissima,,Flowering Plants,DD,N,2020.0
Mangifera monandra,,Flowering Plants,NT,N,2020.0
Manilkara dardanoi,,Flowering Plants,CR,N,2020.0
Manilkara multifida,,Flowering Plants,NT,N,2020.0
Matisia dolichopoda,,Flowering Plants,LC,N,2020.0
Medemia argun,,Flowering Plants,VU,N,2020.0
Meineckia ovata,,Flowering Plants,CR,N,2020.0
Meineckia stipularis,,Flowering Plants,EN,N,2020.0
Melanophylla angustior,,Flowering Plants,EN,N,2020.0
Melanophylla aucubifolia,,Flowering Plants,LC,N,2020.0
Melanophylla madagascariensis,,Flowering Plants,EN,N,2020.0
Melanophylla perrieri,,Flowering Plants,EN,N,2020.0
Melicope balloui,Rock Pelea,Flowering Plants,CR(PE),N,2020.0
Melicope cruciata,Cross-bearing Pelea,Flowering Plants,CR,N,2020.0
Melicope haleakalae,,Flowering Plants,EN,N,2020.0
Melicope nealae,,Flowering Plants,CR,N,2020.0
Melicope paniculata,,Flowering Plants,CR,N,2020.0
Mentha gattefossei,Menthe de Perse,Flowering Plants,VU,G,2020.0
Meriania versicolor,,Flowering Plants,EN,N,2020.0
Metteniusa cundinamarcensis,,Flowering Plants,CR,N,2020.0
Metteniusa santanderensis,,Flowering Plants,CR,N,2020.0
Miconia poecilantha,Tuno,Flowering Plants,LC,N,2020.0
Miconia pseudorigida,,Flowering Plants,CR,N,2020.0
Mimetes arboreus,Kogelberg Pagoda,Flowering Plants,EN,N,2020.0
Mitrephora lanotan,,Flowering Plants,NT,N,2020.0
Moringa arborea,,Flowering Plants,DD,N,2020.0
Myrcia pentagona,,Flowering Plants,LC,N,2020.0
Myristica basilanica,,Flowering Plants,CR,N,2020.0
Myristica colinridsdalei,,Flowering Plants,CR,N,2020.0
Myristica conspersa,,Flowering Plants,VU,N,2020.0
Myristica flavovirens,,Flowering Plants,DD,N,2020.0
Myristica inaequalis,,Flowering Plants,DD,N,2020.0
Myristica longipetiolata,,Flowering Plants,EN,N,2020.0
Myristica philippensis,,Flowering Plants,LC,N,2020.0
Myristica pilosigemma,,Flowering Plants,CR,N,2020.0
Myristica sarcantha,,Flowering Plants,DD,N,2020.0
Myristica verruculosa,,Flowering Plants,NT,N,2020.0
Myrsine fernseei,,Flowering Plants,EN,G,2020.0
Myrsine knudsenii,,Flowering Plants,CR,G,2020.0
Myrsine petiolata,,Flowering Plants,CR,N,2020.0
Najas baldwinii,,Flowering Plants,LC,N,2020.0
Najas hagerupii,,Flowering Plants,EN,N,2020.0
Najas welwitschii,,Flowering Plants,LC,N,2020.0
Nectandra barbellata,,Flowering Plants,EN,N,2020.0
Nectandra obtusata,,Flowering Plants,LC,N,2020.0
Nectandra parviflora,,Flowering Plants,EN,N,2020.0
Nectandra truxillensis,Laurel Mapurito,Flowering Plants,VU,N,2020.0
Neisosperma sevenetii,,Flowering Plants,CR,N,2020.0
Neocussonia rainaliana,,Flowering Plants,EN,N,2020.0
Neoharmsia baronii,,Flowering Plants,EN,N,2020.0
Neomitranthes cordifolia,,Flowering Plants,EN,N,2020.0
Newtonia paucijuga,,Flowering Plants,NT,N,2020.0
Ochrosia brownii,,Flowering Plants,EW,N,2020.0
Ochrosia fatuhivensis,,Flowering Plants,CR,N,2020.0
Ochrosia kilaueaensis,,Flowering Plants,EX,N,2020.0
Ochrosia tahitensis,,Flowering Plants,CR,N,2020.0
Octoknema orientalis,,Flowering Plants,NT,N,2020.0
Oenocarpus makeru,,Flowering Plants,LC,N,2020.0
Oncosperma platyphyllum,,Flowering Plants,CR,N,2020.0
Orania decipiens,,Flowering Plants,LC,N,2020.0
Ormocarpopsis itremoensis,,Flowering Plants,EN,N,2020.0
Ormocarpopsis parvifolia,,Flowering Plants,NT,N,2020.0
Orphanodendron bernalii,TiratetÃ©,Flowering Plants,LC,N,2020.0
Oryza brachyantha,,Flowering Plants,LC,N,2020.0
Ouratea insulae,,Flowering Plants,VU,N,2020.0
Oxandra leucodermis,Espintana,Flowering Plants,LC,N,2020.0
Oxera crassifolia,,Flowering Plants,NT,N,2020.0
Palaquium mindanaense,,Flowering Plants,CR,N,2020.0
Pandanus decastigma,,Flowering Plants,DD,N,2020.0
Pandanus decumbens,,Flowering Plants,LC,N,2020.0
Pandanus kajui,,Flowering Plants,EN,N,2020.0
Pandanus verecundus,,Flowering Plants,EN,N,2020.0
Parathesis amplifolia,,Flowering Plants,LC,N,2020.0
Parathesis seibertii,,Flowering Plants,EN,N,2020.0
Parmentiera stenocarpa,Palo de Vela,Flowering Plants,LC,N,2020.0
Pavetta tarennoides,,Flowering Plants,CR,G,2020.0
Perrottetia excelsa,,Flowering Plants,DD,N,2020.0
Philenoptera kanurii,,Flowering Plants,EN,N,2020.0
Phragmotheca rubriflora,,Flowering Plants,EN,N,2020.0
Pichonia balansana,,Flowering Plants,NT,N,2020.0
Pichonia daenikeri,,Flowering Plants,VU,N,2020.0
Pittosporum goetzei,,Flowering Plants,LC,N,2020.0
Platyspermation crassifolium,,Flowering Plants,NT,N,2020.0
Polyscias pulgarensis,,Flowering Plants,EN,N,2020.0
Pouteria arguacoensium,Manzano,Flowering Plants,LC,N,2020.0
Pouteria chocoensis,Caimito Popa,Flowering Plants,LC,N,2020.0
Pouteria decussata,,Flowering Plants,DD,N,2020.0
Pouteria espinae,,Flowering Plants,LC,N,2020.0
Pradosia cuatrecasasii,Caimito,Flowering Plants,LC,N,2020.0
Protea comptonii,Saddleback Sugarbush,Flowering Plants,VU,G,2020.0
Protea laetans,Blyde Sugarbush,Flowering Plants,EN,G,2020.0
Protea lanceolata,Lance-leaved Sugarbush,Flowering Plants,LC,N,2020.0
Psychotria grandiflora,,Flowering Plants,CR,G,2020.0
Psychotria taitensis,,Flowering Plants,EN,N,2020.0
Pycnandra blanchonii,,Flowering Plants,NT,N,2020.0
Pycnandra francii,,Flowering Plants,LC,N,2020.0
Pycnandra kaalaensis,,Flowering Plants,NT,N,2020.0
Pycnandra petiolata,,Flowering Plants,LC,N,2020.0
Pycnocoma littoralis,,Flowering Plants,LC,N,2020.0
Pycnocoma macrantha,,Flowering Plants,EN,N,2020.0
Quercus costaricensis,Roble Negro,Flowering Plants,VU,N,2020.0
Quercus devia,,Flowering Plants,EN,N,2020.0
Quercus galeanensis,,Flowering Plants,EN,N,2020.0
Quercus macdougallii,,Flowering Plants,EN,N,2020.0
Quercus peninsularis,Pacific Emory Oak,Flowering Plants,NT,N,2020.0
Quercus purulhana,,Flowering Plants,NT,N,2020.0
Quercus rysophylla,,Flowering Plants,NT,N,2020.0
Quercus skinneri,,Flowering Plants,NT,N,2020.0
Radermachera ramiflora,,Flowering Plants,VU,N,2020.0
Ranunculus schweinfurthii,Schweinfurth Buttercup,Flowering Plants,EN,G,2020.0
Rauvolfia nukuhivensis,,Flowering Plants,CR,N,2020.0
Rhaptopetalum belingense,,Flowering Plants,EN,N,2020.0
Rhododendron wilhelminae,,Flowering Plants,CR(PE),N,2020.0
Rhus coriaria,Sumac,Flowering Plants,LC,N,2020.0
Rhytachne megastachya,,Flowering Plants,DD,N,2020.0
Rinorea brachythrix,,Flowering Plants,LC,N,2020.0
Rinorea haughtii,,Flowering Plants,NT,N,2020.0
Rinorea longistipulata,Canela-de-Velho,Flowering Plants,EN,N,2020.0
Rinorea marginata,,Flowering Plants,EN,N,2020.0
Rinorea ulmifolia,,Flowering Plants,LC,N,2020.0
Robinsonella brevituba,,Flowering Plants,EN,N,2020.0
Robinsonella mirandae,Algodoncillo,Flowering Plants,EN,N,2020.0
Robinsonella samaricarpa,,Flowering Plants,EN,N,2020.0
Romeroa verticillata,Cuerillo,Flowering Plants,EN,N,2020.0
Rotala fontinalis,,Flowering Plants,DD,N,2020.0
Roupala brachybotrys,Yaguero,Flowering Plants,LC,N,2020.0
Roystonea stellata,,Flowering Plants,EX,N,2020.0
Ruagea ovalis,Cedrillo,Flowering Plants,LC,N,2020.0
Rudgea crassifolia,,Flowering Plants,NT,N,2020.0
Sarcolaena eriophora,,Flowering Plants,NT,N,2020.0
Sarcolaena grandiflora,,Flowering Plants,VU,N,2020.0
Saurauia seibertii,,Flowering Plants,LC,N,2020.0
Schefflera agamae,,Flowering Plants,CR,N,2020.0
Schefflera curranii,,Flowering Plants,CR,N,2020.0
Scutellaria insignis,,Flowering Plants,LC,N,2020.0
Serianthes margaretae,,Flowering Plants,EN,N,2020.0
Shorea almon,Philippine Mahogany,Flowering Plants,NT,N,2020.0
Shorea astylosa,,Flowering Plants,EN,N,2020.0
Shorea balangeran,Red Balau,Flowering Plants,VU,N,2020.0
Shorea contorta,White Lauan,Flowering Plants,LC,N,2020.0
Shorea flemmichii,,Flowering Plants,VU,N,2020.0
Shorea malibato,,Flowering Plants,VU,N,2020.0
Shorea negrosensis,Red Lauan,Flowering Plants,LC,N,2020.0
Shorea ochrophloia,Red Balau,Flowering Plants,VU,N,2020.0
Shorea palosapis,Philippine Mahogany,Flowering Plants,LC,N,2020.0
Shorea polysperma,,Flowering Plants,LC,N,2020.0
Shorea pubistyla,,Flowering Plants,LC,N,2020.0
Shorea rugosa,Dark Red Meranti,Flowering Plants,VU,N,2020.0
Shorea seminis,,Flowering Plants,LC,N,2020.0
Sibangea pleioneura,,Flowering Plants,EN,N,2020.0
Solanum minutifoliolum,,Flowering Plants,EN,N,2020.0
Solanum sibundoyense,Tomate Silvestre,Flowering Plants,LC,N,2020.0
